task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,2,72,120,540,38,1,3,3,0,0,27,30,39,17,9,26,2,72,120,1.444444
1,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,43,0,0,0,0,0,-1,-1,-1,0.000000
2,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,54,0,0,0,0,0,-1,-1,-1,0.000000
3,0,1,1,44,465,0,0,3,-1,-1.000000,-1.000000,33,0,35,0,8,8,1,1,44,1.060606
4,0,2,5,67,581,1,9,3,2,0.000000,0.000000,30,2,52,0,10,10,2,5,67,1.733333
5,0,1,1,33,149,0,0,3,-1,-1.000000,-1.000000,19,0,27,0,5,5,1,1,33,1.421053
6,0,1,40,110,590,15,8,3,4,0.000000,0.000000,29,23,67,8,3,11,1,40,110,2.310345
7,0,1,6,25,125,0,5,3,4,0.000000,0.000000,15,5,17,0,2,2,1,6,25,1.133333
8,0,1,6,75,579,3,2,3,2,0.000000,0.000000,24,2,50,2,19,21,1,6,75,2.083333
9,0,32,45,124,500,3,11,3,2,4.000000,4.000000,35,6,67,2,12,14,32,45,124,1.914286
10,0,120,174,248,213,38,21,3,2,4.000000,7.000000,40,37,74,13,0,13,120,174,248,1.850000
11,0,34,106,181,557,59,16,3,2,2.000000,3.000000,47,48,65,23,10,33,34,106,181,1.382979
12,0,1,100,198,416,47,4,3,4,0.000000,0.000000,28,50,86,21,12,33,1,100,198,3.071429
13,0,1,3,45,225,1,3,3,4,0.000000,0.000000,29,2,37,0,5,5,1,3,45,1.275862
14,0,7,7,64,539,0,0,3,-1,-1.000000,-1.000000,45,0,51,0,6,6,7,7,64,1.133333
15,0,1,8,20,16,1,16,3,4,0.000000,0.000000,10,5,12,2,0,2,1,8,20,1.200000
16,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,43,0,0,0,0,0,-1,-1,-1,0.000000
17,0,1,2,61,423,0,1,3,3,0.000000,0.000000,27,1,57,0,2,2,1,2,61,2.111111
18,0,1,23,80,196,8,3,3,4,0.000000,0.000000,22,15,40,7,17,24,1,23,80,1.818182
19,0,1,12,69,396,6,6,3,4,0.000000,0.000000,24,9,48,2,9,11,1,12,69,2.000000
20,0,24,24,101,327,0,0,3,-1,-1.000000,-1.000000,46,0,70,0,7,7,24,24,101,1.521739
21,0,1,1,29,363,0,0,3,-1,-1.000000,-1.000000,25,0,27,0,1,1,1,1,29,1.080000
22,0,1,20,41,0,2,8,3,2,0.000000,0.000000,10,14,18,5,3,8,1,20,41,1.800000
23,0,1,5,36,342,4,4,3,4,0.000000,0.000000,17,3,29,1,2,3,1,5,36,1.705882
24,0,1,11,68,580,5,3,3,4,0.000000,0.000000,26,8,40,2,17,19,1,11,68,1.538462
25,0,1,17,35,111,11,14,3,4,0.000000,0.000000,14,11,14,5,4,9,1,17,35,1.000000
26,0,1,10,90,519,2,4,3,4,0.000000,0.000000,42,8,70,1,10,11,1,10,90,1.666667
27,0,1,58,122,497,23,9,3,2,0.000000,0.000000,35,37,49,7,15,22,1,58,122,1.400000
28,0,1,17,90,424,12,17,3,2,0.000000,0.000000,26,12,60,4,13,17,1,17,90,2.307692
29,0,1,22,83,406,12,2,3,3,0.000000,0.000000,29,21,47,0,14,14,1,22,83,1.620690
30,0,29,233,-1,159,152,16,3,4,2.000000,9.000000,49,124,17,65,0,65,29,233,-1,0.346939
31,0,1,1,13,27,0,0,3,-1,-1.000000,-1.000000,10,0,10,0,2,2,1,1,13,1.000000
32,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,51,0,0,0,0,0,-1,-1,-1,0.000000
33,0,102,-1,-1,550,33,20,3,2,3.000000,6.000000,48,23,0,16,0,16,102,-1,-1,0.000000
34,0,1,15,51,105,5,12,3,2,0.000000,0.000000,15,11,27,3,9,12,1,15,51,1.800000
35,0,1,17,113,393,7,2,3,4,0.000000,0.000000,30,10,62,3,34,37,1,17,113,2.066667
36,0,3,203,-1,585,59,4,3,4,1.000000,2.000000,42,44,36,33,11,44,3,203,-1,0.857143
37,0,1,18,36,356,4,3,3,4,0.000000,0.000000,15,14,17,3,1,4,1,18,36,1.133333
38,0,1,16,121,234,12,6,3,4,0.000000,0.000000,21,10,79,5,26,31,1,16,121,3.761905
