task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,13,73,126,5680,3,24,3,2,0,0,53,34,53,26,0,26,13,73,126,1.000000
1,0,84,95,247,3552,1,23,3,4,0.000000,16.000000,147,11,147,0,5,5,84,95,247,1.000000
2,0,13,254,370,5212,155,60,3,2,1.000000,1.000000,107,160,107,54,9,63,13,254,370,1.000000
3,0,14,225,463,3967,12,69,3,4,0.000000,2.000000,217,38,231,13,7,20,14,225,463,1.064516
4,0,13,189,280,5420,94,120,3,2,0.000000,0.000000,87,111,89,37,2,39,13,189,280,1.022989
5,0,13,153,389,5414,68,63,3,4,1.000000,1.000000,219,65,229,40,7,47,13,153,389,1.045662
6,0,10,98,272,4247,57,64,3,2,0.000000,2.000000,165,57,169,31,5,36,10,98,272,1.024242
7,0,85,206,683,6302,0,15,3,4,2.000000,8.000000,425,25,475,2,2,4,85,206,683,1.117647
8,0,21,408,900,7872,4,137,3,2,0.000000,0.000000,474,42,492,0,0,0,21,408,900,1.037975
9,0,8,88,107,3095,53,69,3,4,0.000000,0.000000,13,64,15,16,4,20,8,88,107,1.153846
10,0,493,646,882,7843,62,92,3,4,0.000000,36.000000,202,69,234,44,2,46,493,646,882,1.158416
11,0,11,106,200,4501,66,90,3,2,3.000000,3.000000,87,41,87,54,7,61,11,106,200,1.000000
12,0,8,40,102,2884,20,64,3,2,0.000000,1.000000,61,28,61,4,1,5,8,40,102,1.000000
13,0,22,87,461,7572,36,196,3,4,4.000000,4.000000,340,49,368,7,6,13,22,87,461,1.082353
14,0,11,792,869,4623,330,48,3,2,0.000000,0.000000,65,248,75,182,2,184,11,792,869,1.153846
15,0,17,107,255,7558,36,13,3,2,0.000000,0.000000,132,53,144,6,4,10,17,107,255,1.090909
16,0,9,114,271,3602,72,68,3,2,0.000000,0.000000,133,82,147,23,10,33,9,114,271,1.105263
17,0,37,62,236,3536,0,18,3,2,0.000000,0.000000,165,12,165,3,9,12,37,62,236,1.000000
18,0,9,217,344,3514,122,24,3,2,1.000000,1.000000,107,170,121,34,6,40,9,217,344,1.130841
19,0,89,110,343,3988,6,15,3,4,0.000000,21.000000,211,18,215,3,18,21,89,110,343,1.018957
20,0,10,95,308,4313,65,107,3,4,0.000000,2.000000,199,62,209,23,4,27,10,95,308,1.050251
21,0,13,66,180,5192,4,14,3,2,0.000000,1.000000,107,32,107,21,7,28,13,66,180,1.000000
22,0,12,112,143,5031,73,17,3,4,0.000000,1.000000,19,57,27,43,4,47,12,112,143,1.421053
23,0,8,24,116,3181,0,6,3,4,0.000000,0.000000,91,8,91,8,1,9,8,24,116,1.000000
24,0,12,184,383,4924,102,68,3,2,1.000000,1.000000,169,125,179,47,20,67,12,184,383,1.059172
25,0,16,549,691,7406,77,135,3,4,1.000000,1.000000,134,85,138,37,4,41,16,549,691,1.029851
26,0,31,44,228,4260,0,9,3,4,0.000000,4.000000,149,11,179,2,5,7,31,44,228,1.201342
27,0,7,18,313,2540,0,26,3,2,0.000000,0.000000,257,2,295,3,0,3,7,18,313,1.147860
28,0,8,59,151,2757,30,38,3,2,0.000000,0.000000,79,45,85,4,7,11,8,59,151,1.075949
29,0,7,89,375,2780,54,66,3,2,0.000000,0.000000,241,75,281,7,5,12,7,89,375,1.165975
30,0,11,271,579,4611,51,98,3,2,0.000000,0.000000,287,77,305,35,3,38,11,271,579,1.062718
31,0,9,12,112,3489,0,1,3,3,0.000000,1.000000,85,1,99,2,1,3,9,12,112,1.164706
32,0,130,148,658,5939,6,14,3,2,0.000000,3.000000,497,16,509,1,1,2,130,148,658,1.024145
33,0,8,77,120,3343,47,47,3,4,0.000000,1.000000,25,49,35,20,8,28,8,77,120,1.400000
34,0,10,31,68,3935,0,9,3,4,0.000000,0.000000,31,15,33,6,4,10,10,31,68,1.064516
35,0,8,63,119,3208,32,47,3,4,0.000000,0.000000,45,42,53,13,3,16,8,63,119,1.177778
