task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,20,64,158,5303,1,11,3,4,0,0,53,17,81,27,13,40,20,64,158,1.528302
1,0,21,96,269,2089,59,57,3,4,0.000000,0.000000,147,63,151,12,22,34,21,96,269,1.027211
2,0,20,109,224,3171,65,69,3,4,0.000000,0.000000,107,75,113,14,2,16,20,109,224,1.056075
3,0,20,865,-1,7552,418,211,3,4,0.000000,0.000000,217,192,133,330,2,332,20,865,-1,0.612903
4,0,20,35,130,1820,0,13,3,4,0.000000,0.000000,87,15,95,0,0,0,20,35,130,1.091954
5,0,20,120,386,3961,77,41,3,4,0.000000,0.000000,219,58,253,42,13,55,20,120,386,1.155251
6,0,20,111,338,2699,27,46,3,2,0.000000,0.000000,165,42,223,2,4,6,20,111,338,1.351515
7,0,769,-1,-1,4686,0,26,3,2,0.000000,5.000000,425,4,0,0,0,0,769,-1,-1,0.000000
8,0,20,-1,-1,7982,0,42,3,4,0.000000,0.000000,474,0,0,2,0,2,20,-1,-1,0.000000
9,0,19,25,122,7266,0,6,3,4,0.000000,0.000000,13,6,51,0,46,46,19,25,122,3.923077
10,0,76,92,331,2065,1,17,3,2,0.000000,0.000000,202,16,234,0,5,5,76,92,331,1.158416
11,0,20,79,169,1843,42,67,3,4,0.000000,0.000000,87,35,87,24,3,27,20,79,169,1.000000
12,0,19,19,86,1528,0,0,3,-1,-1.000000,-1.000000,61,0,67,0,0,0,19,19,86,1.098361
13,0,20,-1,-1,5072,301,53,3,2,0.000000,0.000000,340,94,0,318,0,318,20,-1,-1,0.000000
14,0,19,19,136,5021,0,0,3,-1,-1.000000,-1.000000,65,0,71,0,46,46,19,19,136,1.092308
15,0,20,64,204,5821,27,45,3,2,0.000000,0.000000,132,35,138,9,2,11,20,64,204,1.045455
16,0,20,105,265,3389,71,70,3,2,0.000000,0.000000,133,57,149,28,11,39,20,105,265,1.120301
17,0,21,96,349,1816,33,35,3,4,0.000000,0.000000,165,59,245,4,8,12,21,96,349,1.484848
18,0,20,87,197,2298,51,60,3,2,0.000000,0.000000,107,48,107,19,3,22,20,87,197,1.000000
19,0,22,129,382,2898,45,52,3,2,0.000000,0.000000,211,56,245,11,8,19,22,129,382,1.161137
20,0,20,164,383,2172,109,66,3,2,0.000000,0.000000,199,102,211,40,8,48,20,164,383,1.060302
21,0,20,107,224,6337,63,96,3,2,0.000000,0.000000,107,37,113,50,4,54,20,107,224,1.056075
22,0,19,20,135,7522,0,1,3,3,0.000000,0.000000,19,1,59,0,56,56,19,20,135,3.105263
23,0,20,58,188,1320,26,36,3,2,0.000000,0.000000,91,37,123,1,7,8,20,58,188,1.351648
24,0,20,117,319,1928,73,52,3,2,0.000000,0.000000,169,83,199,14,3,17,20,117,319,1.177515
25,0,38,111,249,4200,5,13,3,2,3.000000,3.000000,134,23,134,50,4,54,38,111,249,1.000000
26,0,65,102,278,4738,7,65,3,4,1.000000,2.000000,149,20,173,4,3,7,65,102,278,1.161074
27,0,22,327,604,2248,48,47,3,4,0.000000,0.000000,257,160,265,17,12,29,22,327,604,1.031128
28,0,19,23,129,3628,0,1,3,3,0.000000,0.000000,79,3,89,1,17,18,19,23,129,1.126582
