task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,362,375,428,7080,0,13,3,4,3,13,53,13,53,0,0,0,362,375,428,1.000000
1,0,202,216,367,1907,0,13,3,4,1.000000,10.000000,147,13,147,1,4,5,202,216,367,1.000000
2,0,328,339,453,4071,1,21,3,4,0.000000,22.000000,107,11,109,0,5,5,328,339,453,1.018692
3,0,129,152,375,4819,1,19,3,4,1.000000,5.000000,217,22,223,1,0,1,129,152,375,1.027650
4,0,450,462,554,2422,0,12,3,2,0.000000,1.000000,87,12,89,0,3,3,450,462,554,1.022989
5,0,384,397,621,1992,0,12,3,2,11.000000,11.000000,219,12,219,1,5,6,384,397,621,1.000000
6,0,227,236,403,6684,0,9,3,4,0.000000,14.000000,165,9,165,0,2,2,227,236,403,1.000000
7,0,454,487,929,953,3,15,3,4,0.000000,7.000000,425,32,441,1,1,2,454,487,929,1.037647
8,0,622,632,-1,1910,1,38,3,4,0.000000,3.000000,474,10,368,0,0,0,622,632,-1,0.776371
9,0,141,156,169,1411,0,14,3,2,0.000000,1.000000,13,14,13,1,0,1,141,156,169,1.000000
10,0,274,307,533,3882,3,18,3,4,0.000000,0.000000,202,33,226,0,0,0,274,307,533,1.118812
11,0,360,379,470,6219,0,16,3,2,0.000000,0.000000,87,16,87,3,4,7,360,379,470,1.000000
12,0,284,304,374,1848,2,12,3,2,26.000000,26.000000,61,19,65,1,5,6,284,304,374,1.065574
13,0,398,408,777,5072,1,18,3,4,0.000000,1.000000,340,10,368,0,1,1,398,408,777,1.082353
14,0,990,1000,-1,7356,0,10,3,2,0.000000,0.000000,65,10,0,0,0,0,990,1000,-1,0.000000
15,0,268,279,434,6770,0,11,3,4,0.000000,1.000000,132,11,154,0,1,1,268,279,434,1.166667
16,0,186,208,347,7292,0,13,3,4,0.000000,20.000000,133,17,135,5,4,9,186,208,347,1.015038
17,0,197,250,416,4923,8,14,3,2,26.000000,26.000000,165,49,165,4,1,5,197,250,416,1.000000
18,0,222,239,346,3668,0,15,3,4,1.000000,25.000000,107,15,107,2,0,2,222,239,346,1.000000
19,0,221,241,457,7946,2,21,3,4,0.000000,16.000000,211,18,211,2,5,7,221,241,457,1.000000
20,0,272,285,484,2820,0,13,3,4,3.000000,21.000000,199,13,199,0,0,0,272,285,484,1.000000
21,0,423,434,544,5180,2,13,3,4,0.000000,28.000000,107,10,109,1,1,2,423,434,544,1.018692
22,0,409,432,454,286,0,21,3,4,1.000000,20.000000,19,21,21,2,1,3,409,432,454,1.105263
23,0,232,250,351,873,0,17,3,4,1.000000,22.000000,91,17,95,1,6,7,232,250,351,1.043956
24,0,230,242,421,3134,0,12,3,2,4.000000,4.000000,169,12,175,0,4,4,230,242,421,1.035503
25,0,808,837,977,3038,2,28,3,4,0.000000,0.000000,134,29,138,0,2,2,808,837,977,1.029851
26,0,217,231,381,3668,1,18,3,2,0.000000,0.000000,149,13,149,1,1,2,217,231,381,1.000000
27,0,143,168,430,2934,0,24,3,2,17.000000,17.000000,257,24,259,1,3,4,143,168,430,1.007782
28,0,277,294,376,1297,0,13,3,4,0.000000,21.000000,79,13,81,4,1,5,277,294,376,1.025316
29,0,148,189,434,2959,4,18,3,2,4.000000,4.000000,241,36,243,5,2,7,148,189,434,1.008299
30,0,169,179,468,711,1,14,3,2,0.000000,0.000000,287,10,289,0,0,0,169,179,468,1.006969
31,0,373,394,481,6303,0,18,3,2,1.000000,1.000000,85,20,85,1,2,3,373,394,481,1.000000
32,0,253,388,894,3704,35,25,3,4,0.000000,8.000000,497,134,505,1,1,2,253,388,894,1.016097
33,0,149,168,193,3628,0,19,3,4,0.000000,13.000000,25,19,25,0,0,0,149,168,193,1.000000
34,0,320,335,372,3503,0,14,3,2,0.000000,0.000000,31,14,37,1,0,1,320,335,372,1.193548
35,0,165,179,229,7348,0,11,3,4,25.000000,26.000000,45,11,45,3,5,8,165,179,229,1.000000
36,0,277,289,444,2765,2,23,3,4,0.000000,25.000000,151,10,153,2,2,4,277,289,444,1.013245
37,0,183,199,303,7698,0,13,3,4,0.000000,17.000000,103,13,103,3,1,4,183,199,303,1.000000
38,0,195,218,262,5979,0,11,3,4,0.000000,20.000000,43,17,43,6,1,7,195,218,262,1.000000
39,0,208,220,426,3724,0,12,3,2,1.000000,1.000000,205,12,205,0,1,1,208,220,426,1.000000
40,0,145,204,487,3742,4,28,3,2,20.000000,20.000000,277,52,277,7,6,13,145,204,487,1.000000
41,0,276,520,-1,7929,51,22,3,2,0.000000,5.000000,467,243,478,1,2,3,276,520,-1,1.023555
42,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,344,0,0,0,0,0,-1,-1,-1,0.000000
43,0,247,257,537,7844,0,8,3,2,0.000000,0.000000,279,8,279,2,1,3,247,257,537,1.000000
44,0,264,333,789,4809,9,29,3,4,0.000000,13.000000,453,68,455,1,1,2,264,333,789,1.004415
45,0,201,214,633,550,0,13,3,4,1.000000,6.000000,415,13,417,0,2,2,201,214,633,1.004819
46,0,229,241,445,1460,0,12,3,4,0.000000,0.000000,172,12,204,0,0,0,229,241,445,1.186047
47,0,331,346,483,2737,0,15,3,4,0.000000,29.000000,133,15,133,0,4,4,331,346,483,1.000000
48,0,368,380,587,2739,0,10,3,2,0.000000,0.000000,193,10,203,2,4,6,368,380,587,1.051813
49,0,379,390,435,461,0,10,3,2,0.000000,0.000000,43,10,45,1,0,1,379,390,435,1.046512
50,0,249,271,595,7701,1,29,3,2,0.000000,3.000000,310,22,324,0,0,0,249,271,595,1.045161
51,0,415,426,780,6920,0,11,3,4,0.000000,6.000000,351,11,353,0,1,1,415,426,780,1.005698
52,0,355,364,678,4167,0,9,3,4,0.000000,1.000000,302,9,312,0,2,2,355,364,678,1.033113
53,0,296,309,383,452,0,13,3,4,2.000000,17.000000,69,13,69,0,5,5,296,309,383,1.000000
54,0,480,493,551,5329,0,12,3,2,0.000000,0.000000,57,12,57,1,1,2,480,493,551,1.000000
55,0,169,186,245,3228,1,14,3,2,0.000000,19.000000,57,15,57,2,2,4,169,186,245,1.000000
56,0,233,251,328,6569,0,18,3,4,0.000000,4.000000,60,18,76,0,1,1,233,251,328,1.266667
57,0,251,290,750,2163,2,26,3,4,0.000000,0.000000,448,39,460,0,0,0,251,290,750,1.026786
58,0,271,335,703,6152,7,18,3,4,0.000000,1.000000,356,64,366,0,2,2,271,335,703,1.028090
59,0,162,179,662,711,2,17,3,4,0.000000,4.000000,475,17,483,0,0,0,162,179,662,1.016842
60,0,148,161,310,2449,0,9,3,4,1.000000,12.000000,149,11,149,2,0,2,148,161,310,1.000000
61,0,347,364,512,2244,1,22,3,4,0.000000,2.000000,136,17,148,0,0,0,347,364,512,1.088235
62,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,222,0,0,0,0,0,-1,-1,-1,0.000000
63,0,225,238,421,4709,0,13,3,2,0.000000,0.000000,144,13,178,0,5,5,225,238,421,1.236111
64,0,156,167,254,1743,0,9,3,4,0.000000,9.000000,83,9,85,2,2,4,156,167,254,1.024096
65,0,128,137,473,2535,0,9,3,4,0.000000,4.000000,335,9,335,0,1,1,128,137,473,1.000000
66,0,-1,-1,-1,-1,0,-1,-1,-1,-1.000000,-1.000000,286,0,0,0,0,0,-1,-1,-1,0.000000
67,0,267,280,622,5301,2,12,3,2,0.000000,0.000000,339,13,339,0,3,3,267,280,622,1.000000
68,0,254,264,592,5023,0,10,3,4,0.000000,0.000000,282,10,326,0,2,2,254,264,592,1.156028
69,0,120,131,231,3445,0,11,3,2,0.000000,0.000000,94,11,100,0,0,0,120,131,231,1.063830
70,0,348,371,463,2360,0,16,3,2,0.000000,24.000000,91,16,91,7,1,8,348,371,463,1.000000
71,0,461,492,804,7207,3,15,3,2,0.000000,1.000000,264,30,310,1,2,3,461,492,804,1.174242
72,0,174,196,420,7084,2,15,3,4,1.000000,25.000000,221,18,223,4,1,5,174,196,420,1.009050
73,0,261,278,567,5540,0,15,3,2,0.000000,0.000000,282,17,288,0,1,1,261,278,567,1.021277
74,0,311,333,510,3907,1,14,3,2,23.000000,23.000000,177,19,177,3,0,3,311,333,510,1.000000
75,0,312,-1,-1,5467,367,68,3,2,0.000000,0.000000,519,684,0,4,0,4,312,-1,-1,0.000000
76,0,187,210,224,6680,0,18,3,2,16.000000,16.000000,13,18,13,5,1,6,187,210,224,1.000000
