task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,2,141,179,540,110,1,3,3,0,0,27,75,33,48,5,53,2,141,179,1.222222
1,0,274,984,-1,271,83,10,3,4,14.000000,16.000000,43,71,15,37,1,38,274,984,-1,0.348837
2,0,564,861,957,48,48,24,3,2,1.000000,1.000000,54,41,82,19,14,33,564,861,957,1.518519
3,0,1,1,35,465,0,0,3,-1,-1.000000,-1.000000,33,0,33,0,1,1,1,1,35,1.000000
4,0,2,41,91,581,15,9,3,2,0.000000,0.000000,30,24,48,6,2,8,2,41,91,1.600000
5,0,1,1,33,149,0,0,3,-1,-1.000000,-1.000000,19,0,23,0,9,9,1,1,33,1.210526
6,0,1,14,86,590,8,8,3,4,0.000000,0.000000,29,6,69,4,3,7,1,14,86,2.379310
7,0,1,13,37,125,5,5,3,4,0.000000,0.000000,15,11,17,1,7,8,1,13,37,1.133333
8,0,1,36,90,579,4,2,3,2,0.000000,0.000000,24,5,48,1,6,7,1,36,90,2.000000
9,0,46,83,186,456,29,17,3,4,4.000000,11.000000,35,24,95,10,8,18,46,83,186,2.714286
10,0,74,80,174,446,2,7,3,4,0.000000,9.000000,40,3,86,1,8,9,74,80,174,2.150000
11,0,43,101,196,586,43,8,3,2,0.000000,0.000000,47,28,85,21,10,31,43,101,196,1.808511
12,0,1,103,175,416,38,4,3,4,0.000000,0.000000,28,35,62,8,10,18,1,103,175,2.214286
13,0,1,19,103,225,13,3,3,4,0.000000,0.000000,29,12,59,6,25,31,1,19,103,2.034483
14,0,29,52,108,457,0,2,3,3,1.000000,1.000000,45,2,51,1,5,6,29,52,108,1.133333
15,0,1,6,49,16,3,16,3,4,0.000000,0.000000,10,4,22,1,21,22,1,6,49,2.200000
16,0,665,-1,-1,422,2,18,3,4,14.000000,23.000000,43,7,0,1,0,1,665,-1,-1,0.000000
17,0,1,2,60,423,0,1,3,3,0.000000,0.000000,27,1,49,0,9,9,1,2,60,1.814815
18,0,1,7,50,196,5,2,3,3,0.000000,0.000000,22,5,32,1,11,12,1,7,50,1.454545
19,0,1,5,48,396,4,6,3,4,0.000000,0.000000,24,4,32,0,11,11,1,5,48,1.333333
20,0,26,70,141,221,28,13,3,4,5.000000,12.000000,46,22,62,14,9,23,26,70,141,1.347826
21,0,1,1,46,363,0,0,3,-1,-1.000000,-1.000000,25,0,41,0,4,4,1,1,46,1.640000
22,0,1,15,34,0,11,8,3,2,0.000000,0.000000,10,9,12,5,7,12,1,15,34,1.200000
23,0,1,4,37,342,3,4,3,4,0.000000,0.000000,17,3,27,0,6,6,1,4,37,1.588235
24,0,1,11,96,580,8,3,3,4,0.000000,0.000000,26,9,80,1,5,6,1,11,96,3.076923
25,0,1,19,38,111,16,14,3,4,0.000000,0.000000,14,12,16,6,3,9,1,19,38,1.142857
26,0,1,3,67,519,2,4,3,4,0.000000,0.000000,42,2,54,0,10,10,1,3,67,1.285714
27,0,1,10,71,497,8,9,3,2,0.000000,0.000000,35,9,51,0,10,10,1,10,71,1.457143
28,0,1,77,138,424,54,17,3,2,0.000000,0.000000,26,42,52,20,9,29,1,77,138,2.000000
29,0,1,25,99,406,14,2,3,3,0.000000,0.000000,29,19,57,5,17,22,1,25,99,1.965517
30,0,23,60,147,8,27,19,3,2,4.000000,4.000000,49,25,79,9,8,17,23,60,147,1.612245
31,0,1,1,12,27,0,0,3,-1,-1.000000,-1.000000,10,0,10,0,1,1,1,1,12,1.000000
32,0,444,595,661,215,13,21,3,2,1.000000,1.000000,51,16,61,2,5,7,444,595,661,1.196078
33,0,173,265,342,563,58,12,3,4,0.000000,9.000000,48,55,72,17,5,22,173,265,342,1.500000
34,0,1,20,51,105,19,12,3,2,0.000000,0.000000,15,16,27,3,4,7,1,20,51,1.800000
35,0,1,8,64,393,5,2,3,4,0.000000,0.000000,30,7,48,0,8,8,1,8,64,1.600000
36,0,3,201,274,562,63,2,3,4,0.000000,1.000000,42,52,64,22,9,31,3,201,274,1.523810
37,0,1,10,40,356,7,3,3,4,0.000000,0.000000,15,7,23,2,7,9,1,10,40,1.533333
38,0,1,9,70,234,7,6,3,4,0.000000,0.000000,21,6,43,2,18,20,1,9,70,2.047619
39,0,1,12,53,421,11,11,3,4,0.000000,0.000000,24,3,32,8,9,17,1,12,53,1.333333
